817,1
183,3
643,3
961,3
67,4
211,4
916,4
448,5
600,5
767,5
966,5
745,6
207,7
384,7
956,7
815,8
194,9
197,10
597,10
6,11
178,11
261,11
520,11
970,11
973,11
175,12
733,13
735,13
737,13
874,13
938,13
387,14
10,15
29,15
334,15
391,15
441,15
445,15
135,16
162,16
699,17
249,18
896,18
43,20
169,20
186,20
641,20
940,20
596,21
203,22
279,22
533,22
576,22
709,22
802,22
458,23
673,23
937,23
968,23
38,24
860,24
243,25
801,25
48,26
668,26
943,26
109,27
716,27
884,27
142,28
525,28
953,28
14,29
403,29
794,29
776,30
240,31
895,31
897,31
7,32
461,32
670,32
795,32
208,33
177,34
205,34
260,34
316,34
346,34
467,34
967,34
118,35
569,35
622,35
798,35
99,36
426,36
30,37
986,37
690,38
901,38
523,39
531,40
18,41
335,41
590,41
374,42
74,43
487,43
552,43
362,44
610,44
667,44
503,45
612,45
739,45
952,45
329,46
350,46
429,46
434,46
22,47
187,47
218,47
340,47
427,47
659,47
913,47
933,47
25,48
46,48
653,48
112,50
326,50
336,50
347,50
125,51
535,51
772,51
982,51
244,52
371,52
418,52
844,52
423,53
645,53
771,53
978,53
85,54
615,54
54,55
842,55
27,56
760,56
354,57
492,57
511,58
608,58
719,58
742,58
854,58
217,59
370,59
435,59
880,59
267,60
385,60
586,60
662,60
20,61
307,61
368,61
768,61
993,61
324,62
413,62
564,62
651,62
918,62
568,63
571,63
652,63
734,63
810,63
858,63
246,64
849,65
376,66
558,66
41,67
172,67
781,67
618,68
786,68
34,69
129,69
199,69
351,69
861,69
991,69
457,70
561,70
626,70
275,71
416,71
460,71
657,71
504,72
588,72
773,72
392,73
234,74
680,74
747,74
290,75
518,75
715,75
889,76
987,76
170,77
671,77
686,77
238,78
720,78
75,79
93,79
935,79
465,80
885,80
104,81
150,81
381,81
713,81
881,81
130,82
152,82
245,82
278,82
358,82
454,82
515,82
697,82
805,82
903,82
917,82
939,82
648,83
274,84
369,84
494,84
928,85
131,86
321,86
323,86
601,86
193,87
200,87
251,87
1,88
42,88
845,88
164,89
37,90
53,90
337,90
474,90
154,91
750,92
925,92
516,93
548,93
796,93
81,94
580,94
914,94
305,95
333,95
574,95
790,95
382,96
480,96
808,96
912,96
304,97
639,97
228,98
452,98
499,98
672,98
749,98
644,99
949,99
453,100
627,100
983,100
343,101
401,101
317,102
589,102
728,102
344,103
419,103
320,105
573,105
143,106
549,106
826,106
190,107
513,107
809,107
348,108
462,108
577,108
625,108
665,108
694,108
32,109
39,109
91,109
405,109
160,110
216,110
283,110
530,110
631,110
769,110
147,111
352,111
422,111
437,111
464,111
488,111
867,111
958,111
972,111
45,112
159,112
526,112
563,112
210,113
567,113
660,113
816,113
847,113
146,114
230,114
633,114
15,115
724,115
412,116
481,116
907,116
257,117
76,118
168,118
181,118
292,118
489,118
743,118
840,118
156,119
281,119
628,119
64,120
204,120
500,120
106,121
784,121
300,122
364,122
395,122
692,122
50,123
537,123
702,123
727,123
4,124
163,124
436,124
634,124
989,125
71,126
